'sample #','MLII','V1'
55440,1004,1029
55441,1004,1032
55442,1001,1031
55443,998,1029
55444,995,1030
55445,995,1030
55446,999,1033
55447,1000,1036
55448,998,1032
55449,996,1028
55450,989,1025
55451,987,1031
55452,990,1038
55453,995,1035
55454,994,1031
55455,991,1031
55456,983,1033
55457,984,1036
55458,987,1035
55459,992,1034
55460,993,1033
55461,989,1033
55462,986,1035
55463,985,1032
55464,986,1031
55465,988,1034
55466,988,1037
55467,989,1031
55468,992,1027
55469,994,1029
55470,996,1034
55471,1003,1037
55472,1006,1035
55473,1011,1029
55474,1012,1030
55475,1007,1036
55476,991,1038
55477,973,1034
55478,961,1032
55479,958,1034
55480,961,1033
55481,971,1034
55482,980,1032
55483,980,1030
55484,979,1033
55485,975,1036
55486,975,1032
55487,974,1028
55488,975,1028
55489,975,1034
55490,977,1037
55491,974,1032
55492,972,1029
55493,972,1029
55494,971,1035
55495,973,1039
55496,973,1035
55497,970,1030
55498,968,1030
55499,966,1035
55500,965,1039
55501,967,1036
55502,967,1032
55503,969,1032
55504,969,1034
55505,971,1035
55506,974,1036
55507,975,1032
55508,975,1033
55509,974,1035
55510,973,1035
55511,968,1033
55512,972,1032
55513,973,1034
55514,979,1036
55515,980,1034
55516,977,1030
55517,975,1031
55518,972,1035
55519,974,1036
55520,977,1035
55521,981,1033
55522,979,1031
55523,978,1036
55524,977,1041
55525,982,1037
55526,988,1035
55527,994,1035
55528,1008,1039
55529,1022,1038
55530,1029,1038
55531,1031,1040
55532,1022,1041
55533,1001,1039
55534,978,1036
55535,958,1034
55536,951,1035
55537,959,1037
55538,970,1039
55539,979,1036
55540,984,1032
55541,986,1033
55542,996,1038
55543,1012,1038
55544,1010,1034
55545,997,1029
55546,968,1030
55547,950,1033
55548,943,1034
55549,944,1034
55550,956,1032
55551,963,1031
55552,966,1032
55553,967,1030
55554,969,1028
55555,973,1029
55556,973,1031
55557,966,1031
55558,964,1027
55559,970,1029
55560,975,1034
55561,982,1034
55562,980,1033
55563,981,1028
55564,979,1027
55565,978,1031
55566,977,1035
55567,984,1032
55568,983,1031
55569,990,1032
55570,992,1034
55571,987,1032
55572,979,1033
55573,981,1030
55574,989,1034
55575,992,1033
55576,985,1031
55577,983,1029
55578,990,1035
55579,999,1039
55580,999,1033
55581,986,1030
55582,976,1028
55583,981,1033
55584,1002,1036
55585,1020,1034
55586,1016,1032
55587,987,1031
55588,954,1032
55589,933,1032
55590,924,1032
55591,934,1032
55592,952,1037
55593,969,1037
55594,984,1034
55595,1007,1033
55596,1037,1035
55597,1064,1037
55598,1082,1038
55599,1093,1033
55600,1114,1034
55601,1139,1039
55602,1171,1043
55603,1204,1039
55604,1223,1039
55605,1230,1040
55606,1224,1038
55607,1208,1036
55608,1183,1037
55609,1137,1042
55610,1057,1043
55611,979,1042
55612,930,1040
55613,912,1045
55614,911,1049
55615,915,1047
55616,923,1045
55617,935,1041
55618,945,1044
55619,952,1044
55620,956,1041
55621,959,1042
55622,959,1042
55623,955,1043
55624,946,1038
55625,942,1034
55626,946,1037
55627,950,1039
55628,952,1037
55629,954,1034
55630,954,1032
55631,958,1034
55632,962,1035
55633,967,1032
55634,966,1031
55635,964,1034
55636,960,1031
55637,960,1032
55638,961,1035
55639,961,1038
55640,965,1039
55641,965,1035
55642,961,1033
55643,963,1037
55644,966,1039
55645,972,1038
55646,970,1037
55647,965,1035
55648,962,1035
55649,959,1037
55650,959,1034
55651,966,1038
55652,972,1037
55653,978,1037
55654,979,1033
55655,983,1035
55656,985,1041
55657,979,1036
55658,965,1035
55659,953,1035
55660,948,1039
55661,954,1037
55662,957,1037
55663,964,1039
55664,966,1040
55665,970,1035
55666,971,1029
55667,969,1032
55668,964,1038
55669,970,1038
55670,977,1035
55671,985,1034
55672,985,1035
55673,987,1037
55674,986,1034
55675,987,1036
55676,987,1038
55677,985,1039
55678,985,1034
55679,987,1035
55680,989,1040
55681,994,1042
55682,993,1039
55683,993,1035
55684,991,1037
55685,993,1040
55686,997,1039
55687,1001,1039
55688,1003,1039
55689,1004,1037
55690,1005,1034
55691,1006,1032
55692,1005,1039
55693,1007,1042
55694,1012,1039
55695,1015,1036
55696,1015,1039
55697,1011,1043
55698,1009,1043
55699,1007,1040
55700,1006,1043
55701,1007,1044
55702,1004,1043
55703,1000,1038
55704,1003,1042
55705,1013,1044
55706,1014,1044
55707,1020,1039
55708,1026,1040
55709,1025,1043
55710,1009,1041
55711,995,1038
55712,994,1038
55713,998,1039
55714,1006,1036
55715,1005,1036
55716,1007,1038
55717,1016,1045
55718,1024,1041
55719,1034,1037
55720,1034,1036
55721,1026,1040
55722,1008,1042
55723,995,1038
55724,995,1038
55725,996,1037
55726,989,1034
55727,983,1032
55728,976,1034
55729,978,1037
55730,980,1035
55731,985,1029
55732,985,1032
55733,981,1035
55734,975,1036
55735,973,1035
55736,978,1035
55737,981,1037
55738,979,1037
55739,978,1035
55740,975,1035
55741,973,1037
55742,975,1037
55743,980,1034
55744,987,1029
55745,996,1034
55746,996,1038
55747,995,1037
55748,988,1031
55749,985,1032
55750,987,1036
55751,989,1036
55752,989,1032
55753,982,1032
55754,980,1035
55755,989,1030
55756,1000,1029
55757,1002,1031
55758,1005,1037
55759,996,1037
55760,978,1036
55761,970,1034
55762,982,1033
55763,1006,1035
55764,1023,1035
55765,1038,1037
55766,1044,1041
55767,1022,1038
55768,969,1031
55769,914,1031
55770,899,1035
55771,921,1038
55772,951,1035
55773,963,1031
55774,968,1034
55775,971,1038
55776,977,1036
55777,986,1035
55778,988,1038
55779,983,1037
55780,978,1036
55781,979,1032
55782,984,1037
55783,986,1041
55784,988,1040
55785,983,1037
55786,980,1031
55787,978,1039
55788,981,1039
55789,988,1034
55790,992,1033
55791,988,1033
55792,984,1034
55793,984,1034
55794,984,1031
55795,987,1034
55796,987,1037
55797,986,1035
55798,986,1030
55799,988,1033
55800,989,1040
55801,991,1042
55802,995,1040
55803,996,1035
55804,989,1039
55805,986,1043
55806,981,1041
55807,978,1041
55808,982,1042
55809,986,1044
55810,984,1041
55811,983,1039
55812,986,1042
55813,989,1045
55814,989,1045
55815,984,1039
55816,981,1039
55817,981,1043
55818,988,1050
55819,997,1048
55820,1000,1045
55821,998,1045
55822,996,1047
55823,995,1050
55824,997,1044
55825,998,1043
55826,996,1046
55827,994,1045
55828,991,1044
55829,988,1042
55830,986,1043
55831,986,1046
55832,990,1042
55833,1001,1038
55834,1012,1037
55835,1022,1042
55836,1034,1045
55837,1052,1041
55838,1073,1040
55839,1094,1041
55840,1113,1041
55841,1135,1042
55842,1158,1042
55843,1185,1045
55844,1208,1048
55845,1229,1046
55846,1241,1041
55847,1240,1042
55848,1225,1046
55849,1197,1048
55850,1157,1046
55851,1100,1041
55852,1034,1044
55853,985,1049
55854,960,1055
55855,946,1054
55856,939,1053
55857,937,1056
55858,945,1056
55859,962,1055
55860,973,1053
55861,979,1056
55862,979,1058
55863,976,1056
55864,973,1050
55865,971,1050
55866,974,1055
55867,979,1053
55868,986,1046
55869,987,1041
55870,989,1043
55871,986,1047
55872,982,1045
55873,979,1041
55874,978,1041
55875,978,1042
55876,975,1043
55877,970,1039
55878,965,1040
55879,960,1044
55880,962,1044
55881,967,1040
55882,968,1035
55883,965,1037
55884,964,1041
55885,964,1041
55886,959,1036
55887,961,1034
55888,965,1035
55889,968,1040
55890,974,1037
55891,975,1035
55892,973,1036
55893,967,1039
55894,963,1036
55895,965,1032
55896,967,1034
55897,974,1038
55898,976,1039
55899,978,1033
55900,974,1030
55901,974,1035
55902,977,1039
55903,979,1034
55904,979,1030
55905,979,1031
55906,977,1034
55907,979,1032
55908,983,1028
55909,983,1031
55910,981,1036
55911,979,1033
55912,979,1028
55913,978,1030
55914,980,1037
55915,987,1037
55916,987,1033
55917,988,1033
55918,995,1035
55919,1009,1036
55920,1027,1036
55921,1044,1036
55922,1046,1035
55923,1038,1038
55924,1017,1035
55925,994,1032
55926,980,1036
55927,968,1036
55928,964,1036
55929,962,1031
55930,968,1029
55931,984,1034
55932,993,1038
55933,1003,1037
55934,1004,1034
55935,1003,1035
55936,1005,1038
55937,1006,1037
55938,1011,1037
55939,1015,1037
55940,1015,1040
55941,1014,1039
55942,1014,1034
55943,1014,1038
55944,1016,1042
55945,1020,1042
55946,1018,1036
55947,1016,1035
55948,1014,1039
55949,1014,1040
55950,1018,1040
55951,1018,1038
55952,1014,1040
55953,1012,1039
55954,1011,1035
55955,1010,1035
55956,1014,1043
55957,1020,1043
55958,1018,1039
55959,1012,1035
55960,1002,1039
55961,998,1036
55962,1000,1037
55963,1008,1038
55964,1016,1040
55965,1027,1036
55966,1019,1032
55967,1000,1033
55968,979,1039
55969,970,1039
55970,977,1036
55971,988,1034
55972,995,1036
55973,995,1038
55974,990,1034
55975,986,1034
55976,987,1038
55977,990,1037
55978,991,1031
55979,991,1031
55980,989,1036
55981,991,1041
55982,989,1037
55983,990,1033
55984,987,1034
55985,987,1036
55986,986,1039
55987,983,1038
55988,982,1040
55989,983,1036
55990,982,1035
55991,984,1040
55992,985,1043
55993,988,1040
55994,987,1040
55995,987,1040
55996,984,1040
55997,983,1036
55998,983,1038
55999,982,1040
56000,980,1039
56001,977,1034
56002,975,1032
56003,975,1036
56004,980,1037
56005,983,1036
56006,979,1035
56007,977,1037
56008,977,1033
56009,982,1033
56010,986,1038
56011,995,1040
56012,1001,1037
56013,1003,1032
56014,1002,1036
56015,998,1038
56016,993,1035
56017,981,1037
56018,966,1040
56019,964,1040
56020,977,1036
56021,994,1038
56022,1002,1042
56023,1001,1042
56024,990,1038
56025,979,1037
56026,974,1036
56027,975,1035
56028,983,1035
56029,981,1035
56030,979,1039
56031,979,1035
56032,980,1031
56033,983,1037
56034,986,1038
56035,989,1035
56036,986,1038
56037,981,1039
56038,977,1035
56039,980,1035
56040,986,1037
56041,989,1040
56042,990,1038
56043,991,1035
56044,988,1036
56045,987,1039
56046,983,1038
56047,979,1039
56048,977,1039
56049,975,1037
56050,971,1034
56051,966,1036
56052,970,1042
56053,974,1041
56054,977,1038
56055,975,1038
56056,973,1036
56057,973,1036
56058,976,1037
56059,982,1042
56060,981,1040
56061,980,1034
56062,978,1036
56063,981,1039
56064,986,1041
56065,984,1036
56066,979,1038
56067,972,1036
56068,970,1036
56069,968,1034
56070,976,1038
56071,990,1036
56072,1008,1035
56073,1034,1035
56074,1062,1034
56075,1086,1034
56076,1099,1036
56077,1110,1039
56078,1127,1039
56079,1156,1037
56080,1185,1034
56081,1199,1038
56082,1193,1040
56083,1173,1036
56084,1144,1040
56085,1098,1042
56086,1037,1042
56087,980,1045
56088,944,1049
56089,929,1053
56090,931,1050
56091,943,1050
56092,952,1047
56093,954,1047
56094,956,1048
56095,955,1046
56096,955,1048
56097,954,1045
56098,954,1041
56099,950,1044
56100,948,1044
56101,950,1040
56102,953,1039
56103,955,1038
56104,949,1037
56105,948,1037
56106,954,1037
56107,960,1043
56108,958,1038
56109,952,1037
56110,948,1035
56111,953,1039
56112,958,1037
56113,962,1034
56114,959,1035
56115,960,1034
56116,955,1034
56117,955,1030
56118,955,1036
56119,957,1036
56120,960,1034
56121,957,1033
56122,956,1032
56123,953,1036
56124,958,1036
56125,958,1035
56126,960,1033
56127,961,1034
56128,962,1033
56129,963,1033
56130,965,1035
56131,966,1037
56132,966,1036
56133,968,1032
56134,968,1033
56135,969,1038
56136,976,1036
56137,980,1038
56138,980,1036
56139,973,1038
56140,964,1033
56141,959,1034
56142,961,1038
56143,968,1040
56144,972,1036
56145,975,1031
56146,976,1031
56147,975,1032
56148,977,1030
56149,979,1031
56150,981,1030
56151,983,1032
56152,982,1028
56153,985,1029
56154,985,1030
56155,987,1036
56156,986,1032
56157,990,1026
56158,992,1028
56159,994,1034
56160,999,1033
56161,1006,1029
56162,1008,1027
56163,1008,1028
56164,1005,1029
56165,992,1026
56166,981,1026
56167,978,1031
56168,981,1032
56169,984,1027
56170,990,1024
56171,995,1026
56172,999,1030
56173,1003,1029
56174,1001,1025
56175,999,1029
56176,997,1029
56177,994,1029
56178,993,1028
56179,997,1031
56180,995,1034
56181,994,1030
56182,989,1027
56183,986,1026
56184,988,1031
56185,989,1031
56186,986,1029
56187,984,1025
56188,977,1027
56189,976,1032
56190,978,1031
56191,980,1028
56192,979,1031
56193,977,1029
56194,973,1029
56195,972,1027
56196,972,1029
56197,976,1034
56198,978,1033
56199,977,1028
56200,976,1027
56201,976,1032
56202,978,1037
56203,978,1034
56204,977,1031
56205,975,1031
56206,975,1033
56207,974,1031
56208,972,1030
56209,972,1034
56210,971,1038
56211,967,1035
56212,962,1030
56213,960,1031
56214,958,1035
56215,965,1037
56216,965,1031
56217,960,1030
56218,958,1031
56219,958,1034
56220,963,1035
56221,966,1031
56222,967,1036
56223,965,1034
56224,962,1034
56225,962,1030
56226,967,1036
56227,973,1038
56228,968,1036
56229,969,1032
56230,964,1033
56231,962,1037
56232,962,1037
56233,964,1034
56234,964,1032
56235,966,1033
56236,960,1034
56237,952,1033
56238,952,1032
56239,954,1036
56240,959,1037
56241,961,1034
56242,962,1031
56243,960,1036
56244,958,1039
56245,958,1038
56246,961,1036
56247,962,1034
56248,963,1037
56249,961,1035
56250,958,1036
56251,960,1037
56252,961,1038
56253,963,1034
56254,963,1030
56255,966,1034
56256,969,1037
56257,974,1036
56258,973,1033
56259,969,1033
56260,965,1034
56261,966,1034
56262,970,1034
56263,973,1036
56264,971,1037
56265,971,1032
56266,969,1030
56267,970,1034
56268,975,1037
56269,977,1034
56270,972,1033
56271,966,1032
56272,964,1035
56273,969,1032
56274,978,1033
56275,985,1034
56276,985,1035
56277,979,1030
56278,966,1028
56279,955,1031
56280,951,1034
56281,961,1032
56282,967,1029
56283,970,1028
56284,969,1029
56285,967,1033
56286,966,1032
56287,965,1033
56288,963,1033
56289,964,1030
56290,964,1029
56291,964,1031
56292,964,1036
56293,965,1035
56294,962,1032
56295,963,1033
56296,964,1032
56297,967,1032
56298,966,1032
56299,971,1036
56300,973,1035
56301,976,1029
56302,979,1029
56303,976,1032
56304,968,1035
56305,964,1031
56306,963,1030
56307,966,1030
56308,965,1030
56309,967,1027
56310,975,1029
56311,992,1030
56312,1003,1032
56313,1018,1027
56314,1033,1026
56315,1054,1030
56316,1074,1033
56317,1095,1031
56318,1117,1034
56319,1143,1036
56320,1169,1034
56321,1195,1033
56322,1212,1034
56323,1212,1037
56324,1189,1036
56325,1155,1034
56326,1092,1035
56327,1015,1042
56328,955,1045
56329,927,1043
56330,910,1047
56331,908,1048
56332,912,1045
56333,923,1043
56334,935,1043
56335,942,1044
56336,949,1045
56337,958,1040
56338,961,1043
56339,961,1044
56340,955,1040
56341,945,1040
56342,933,1039
56343,929,1035
56344,930,1030
56345,933,1031
56346,944,1034
56347,953,1038
56348,956,1034
56349,959,1033
56350,953,1033
56351,951,1035
56352,953,1031
56353,956,1034
56354,954,1037
56355,949,1036
56356,947,1033
56357,950,1035
56358,956,1035
56359,961,1036
56360,960,1032
56361,964,1034
56362,965,1030
56363,967,1031
56364,969,1032
56365,968,1035
56366,966,1036
56367,965,1031
56368,960,1026
56369,961,1031
56370,966,1034
56371,974,1034
56372,972,1031
56373,972,1030
56374,972,1029
56375,976,1031
56376,982,1031
56377,991,1030
56378,990,1031
56379,981,1029
56380,972,1025
56381,970,1028
56382,976,1032
56383,976,1032
56384,966,1030
56385,958,1028
56386,956,1029
56387,961,1029
56388,969,1029
56389,973,1028
56390,976,1030
56391,985,1028
56392,986,1025
56393,985,1025
56394,991,1027
56395,993,1031
56396,993,1030
56397,992,1024
56398,990,1024
56399,994,1029
56400,995,1029
56401,997,1027
56402,996,1029
56403,998,1030
56404,996,1028
56405,994,1028
56406,998,1031
56407,1001,1033
56408,1005,1031
56409,1002,1027
56410,1003,1024
56411,1003,1030
56412,1004,1034
56413,1005,1030
56414,1005,1030
56415,1001,1028
56416,998,1030
56417,999,1028
56418,1003,1028
56419,1012,1033
56420,1016,1034
56421,1015,1032
56422,1012,1026
56423,1010,1029
56424,1012,1034
56425,1012,1033
56426,1014,1031
56427,1015,1026
56428,1022,1031
56429,1024,1033
56430,1025,1033
56431,1008,1031
56432,989,1032
56433,976,1032
56434,977,1030
56435,986,1026
56436,993,1032
56437,994,1033
56438,987,1035
56439,985,1031
56440,985,1028
56441,983,1029
56442,987,1039
56443,986,1036
56444,983,1029
56445,984,1032
56446,985,1033
56447,984,1036
56448,986,1035
56449,991,1034
56450,993,1038
56451,993,1036
56452,988,1031
56453,982,1032
56454,978,1035
56455,984,1042
56456,989,1037
56457,991,1031
56458,988,1028
56459,985,1037
56460,985,1038
56461,986,1034
56462,985,1033
56463,983,1032
56464,979,1033
56465,979,1031
56466,980,1030
56467,984,1034
56468,984,1035
56469,982,1029
56470,981,1027
56471,980,1028
56472,981,1034
56473,980,1036
56474,977,1033
56475,973,1025
56476,966,1025
56477,969,1031
56478,977,1032
56479,981,1029
56480,980,1028
56481,977,1031
56482,974,1030
56483,973,1027
56484,975,1028
56485,984,1031
56486,988,1032
56487,991,1028
56488,987,1027
56489,984,1028
56490,988,1034
56491,996,1035
56492,999,1028
56493,1003,1027
56494,1003,1030
56495,1000,1031
56496,1001,1027
56497,1004,1028
56498,1005,1030
56499,1004,1029
56500,1002,1027
56501,1002,1025
56502,999,1025
56503,1000,1029
56504,995,1027
56505,991,1022
56506,989,1016
56507,985,1023
56508,989,1027
56509,993,1027
56510,992,1023
56511,992,1019
56512,990,1022
56513,987,1027
56514,991,1025
56515,995,1022
56516,996,1023
56517,992,1027
56518,988,1024
56519,987,1024
56520,992,1025
56521,996,1024
56522,993,1029
56523,993,1025
56524,993,1020
56525,1000,1024
56526,1002,1026
56527,1004,1027
56528,1002,1026
56529,1000,1021
56530,996,1025
56531,994,1027
56532,991,1031
56533,991,1026
56534,989,1024
56535,988,1028
56536,986,1027
56537,985,1026
56538,983,1027
56539,980,1028
56540,979,1033
56541,977,1031
56542,977,1025
56543,981,1025
56544,987,1031
56545,994,1035
56546,997,1033
56547,992,1028
56548,989,1028
56549,990,1032
56550,994,1033
56551,1000,1030
56552,1002,1030
56553,1000,1030
56554,996,1031
56555,993,1032
56556,991,1029
56557,987,1029
56558,989,1033
56559,1002,1031
56560,1019,1026
56561,1036,1027
56562,1053,1032
56563,1072,1034
56564,1086,1031
56565,1101,1027
56566,1119,1031
56567,1146,1035
56568,1179,1037
56569,1206,1035
56570,1226,1037
56571,1243,1038
56572,1251,1038
56573,1243,1036
56574,1226,1038
56575,1198,1039
56576,1147,1041
56577,1074,1039
56578,1006,1038
56579,967,1044
56580,952,1048
56581,944,1051
56582,942,1048
56583,947,1043
56584,954,1043
56585,962,1046
56586,966,1045
56587,970,1041
56588,972,1042
56589,974,1043
56590,976,1043
56591,973,1038
56592,974,1038
56593,980,1040
56594,984,1037
56595,988,1033
56596,978,1029
56597,964,1031
56598,947,1038
56599,944,1036
56600,949,1034
56601,954,1031
56602,960,1034
56603,962,1035
56604,964,1033
56605,972,1033
56606,970,1035
56607,971,1037
56608,971,1034
56609,971,1031
56610,975,1034
56611,980,1036
56612,977,1031
56613,974,1028
56614,975,1028
56615,976,1034
56616,977,1030
56617,975,1029
56618,973,1030
56619,972,1029
56620,968,1027
56621,967,1027
56622,969,1029
56623,973,1032
56624,975,1034
56625,979,1029
56626,977,1029
56627,975,1033
56628,976,1035
56629,980,1033
56630,981,1031
56631,981,1033
56632,982,1033
56633,979,1030
56634,981,1032
56635,989,1036
56636,992,1037
56637,992,1031
56638,988,1027
56639,988,1033
56640,988,1035
56641,986,1033
56642,980,1033
56643,981,1031
56644,985,1032
56645,995,1032
56646,1000,1031
56647,1004,1035
56648,1004,1036
56649,1004,1034
56650,1005,1030
56651,1006,1033
56652,1010,1033
56653,1016,1036
56654,1013,1036
56655,1013,1035
56656,1011,1033
56657,1013,1032
56658,1019,1038
56659,1021,1040
56660,1023,1036
56661,1022,1033
56662,1017,1033
56663,1015,1037
56664,1018,1038
56665,1019,1035
56666,1018,1036
56667,1018,1036
56668,1018,1031
56669,1017,1031
56670,1017,1035
56671,1016,1036
56672,1010,1034
56673,1004,1034
56674,1000,1034
56675,1003,1040
56676,1010,1038
56677,1017,1038
56678,1015,1039
56679,1016,1042
56680,1018,1039
56681,1020,1038
56682,1016,1040
56683,1014,1045
56684,1008,1039
56685,1006,1032
56686,1001,1034
56687,1003,1039
56688,1003,1038
56689,1005,1034
56690,1006,1033
56691,1009,1035
56692,1006,1032
56693,1003,1031
56694,1003,1032
56695,1007,1036
56696,1005,1034
56697,1000,1030
56698,997,1031
56699,995,1034
56700,995,1035
56701,995,1032
56702,990,1036
56703,988,1036
56704,989,1037
56705,990,1031
56706,993,1032
56707,998,1035
56708,994,1037
56709,991,1031
56710,983,1029
56711,981,1030
56712,981,1033
56713,981,1032
56714,983,1031
56715,987,1028
56716,989,1030
56717,988,1029
56718,990,1026
56719,994,1030
56720,991,1034
56721,992,1034
56722,987,1028
56723,984,1027
56724,981,1032
56725,981,1033
56726,983,1029
56727,987,1027
56728,989,1030
56729,989,1033
56730,992,1033
56731,992,1029
56732,992,1029
56733,990,1031
56734,991,1031
56735,996,1029
56736,999,1029
56737,1009,1033
56738,1025,1031
56739,1045,1027
56740,1050,1023
56741,1032,1025
56742,1001,1033
56743,974,1032
56744,964,1032
56745,979,1031
56746,997,1033
56747,999,1035
56748,990,1033
56749,979,1032
56750,975,1037
56751,981,1033
56752,988,1029
56753,990,1030
56754,990,1033
56755,992,1036
56756,991,1034
56757,991,1029
56758,988,1026
56759,986,1030
56760,990,1032
56761,989,1029
56762,992,1027
56763,993,1030
56764,990,1029
56765,989,1027
56766,989,1026
56767,988,1027
56768,987,1028
56769,988,1028
56770,988,1022
56771,989,1023
56772,991,1029
56773,993,1030
56774,993,1029
56775,992,1024
56776,991,1024
56777,990,1028
56778,990,1029
56779,992,1029
56780,994,1025
56781,991,1027
56782,988,1028
56783,982,1026
56784,977,1026
56785,974,1026
56786,973,1030
56787,973,1027
56788,977,1023
56789,985,1023
56790,991,1027
56791,993,1031
56792,993,1028
56793,989,1026
56794,988,1025
56795,983,1029
56796,984,1032
56797,987,1031
56798,989,1029
56799,989,1027
56800,989,1030
56801,989,1027
56802,989,1027
56803,991,1028
56804,986,1028
56805,980,1027
56806,976,1023
56807,981,1022
56808,993,1026
56809,1008,1029
56810,1025,1028
56811,1049,1022
56812,1075,1021
56813,1101,1023
56814,1128,1028
56815,1153,1027
56816,1172,1026
56817,1184,1023
56818,1183,1026
56819,1180,1028
56820,1180,1027
56821,1185,1027
56822,1193,1026
56823,1190,1027
56824,1179,1025
56825,1159,1026
56826,1130,1027
56827,1088,1031
56828,1042,1035
56829,1006,1040
56830,980,1036
56831,959,1038
56832,946,1041
56833,946,1044
56834,951,1044
56835,960,1043
56836,967,1042
56837,973,1041
56838,980,1045
56839,978,1044
56840,972,1038
56841,970,1035
56842,970,1036
56843,967,1038
56844,963,1036
56845,961,1033
56846,953,1034
56847,953,1032
56848,954,1031
56849,954,1030
56850,955,1029
56851,956,1033
56852,957,1034
56853,957,1027
56854,959,1026
56855,960,1030
56856,969,1033
56857,971,1035
56858,967,1033
56859,961,1031
56860,956,1028
56861,959,1031
56862,963,1035
56863,968,1034
56864,965,1031
56865,958,1032
56866,955,1031
56867,960,1031
56868,970,1030
56869,975,1031
56870,977,1033
56871,975,1031
56872,973,1028
56873,974,1029
56874,975,1033
56875,977,1035
56876,976,1040
56877,978,1036
56878,973,1033
56879,975,1033
56880,975,1037
56881,978,1038
56882,977,1038
56883,975,1037
56884,973,1034
56885,973,1037
56886,976,1037
56887,980,1036
56888,981,1034
56889,978,1029
56890,977,1031
56891,974,1032
56892,978,1031
56893,982,1027
56894,982,1030
56895,980,1030
56896,981,1029
56897,983,1027
56898,983,1026
56899,992,1028
56900,991,1031
56901,987,1030
56902,985,1024
56903,986,1026
56904,993,1026
56905,993,1029
56906,989,1031
56907,984,1026
56908,981,1023
56909,984,1029
56910,987,1033
56911,993,1033
56912,997,1029
56913,994,1029
56914,993,1030
56915,992,1030
56916,996,1029
56917,1006,1026
56918,1011,1027
56919,1012,1023
56920,1011,1023
56921,1009,1021
56922,1010,1021
56923,1011,1026
56924,1012,1026
56925,1010,1024
56926,1008,1018
56927,1008,1019
56928,1009,1023
56929,1011,1026
56930,1013,1022
56931,1017,1020
56932,1015,1018
56933,1010,1023
56934,1008,1026
56935,1003,1025
56936,998,1022
56937,999,1022
56938,998,1021
56939,999,1024
56940,999,1024
56941,1004,1023
56942,1004,1026
56943,1003,1025
56944,999,1022
56945,995,1023
56946,995,1026
56947,996,1028
56948,993,1026
56949,993,1022
56950,992,1021
56951,991,1023
56952,992,1027
56953,992,1024
56954,990,1021
56955,988,1017
56956,983,1018
56957,983,1020
56958,980,1020
56959,981,1018
56960,981,1019
56961,983,1021
56962,984,1020
56963,986,1019
56964,989,1023
56965,987,1026
56966,986,1027
56967,982,1023
56968,977,1022
56969,973,1023
56970,979,1027
56971,984,1028
56972,982,1024
56973,983,1021
56974,980,1022
56975,978,1025
56976,979,1025
56977,976,1025
56978,979,1026
56979,982,1028
56980,977,1026
56981,976,1027
56982,976,1028
56983,977,1031
56984,972,1035
56985,972,1032
56986,971,1030
56987,968,1033
56988,967,1038
56989,970,1039
56990,970,1036
56991,973,1034
56992,972,1037
56993,970,1038
56994,973,1039
56995,977,1035
56996,983,1035
56997,982,1034
56998,983,1031
56999,978,1027
57000,971,1030
57001,966,1031
57002,964,1032
57003,966,1025
57004,967,1026
57005,976,1029
57006,978,1031
57007,975,1028
57008,970,1026
57009,966,1026
57010,961,1024
57011,963,1027
57012,966,1024
57013,970,1027
57014,974,1028
57015,975,1028
57016,972,1024
57017,967,1022
57018,965,1023
57019,964,1029
57020,965,1032
57021,968,1027
57022,970,1024
57023,974,1029
57024,979,1032
57025,985,1033
57026,987,1030
57027,986,1027
57028,983,1032
57029,980,1033
57030,978,1029
57031,980,1030
57032,980,1030
57033,978,1030
57034,976,1026
57035,974,1024
57036,972,1026
57037,977,1030
57038,979,1031
57039,977,1026
57040,974,1025
57041,974,1029
57042,973,1033
57043,973,1031
57044,974,1023
57045,975,1027
57046,973,1029
57047,976,1029
57048,975,1028
57049,980,1027
57050,976,1031
57051,975,1028
57052,974,1023
57053,975,1023
57054,974,1027
57055,974,1030
57056,969,1031
57057,968,1026
57058,965,1027
57059,966,1029
57060,967,1031
57061,966,1029
57062,962,1027
57063,961,1026
57064,967,1029
57065,969,1030
57066,974,1027
57067,976,1028
57068,976,1031
57069,976,1030
57070,973,1026
57071,972,1024
57072,975,1031
57073,977,1034
57074,975,1029
57075,973,1026
57076,974,1025
57077,973,1029
57078,973,1029
57079,971,1031
57080,967,1031
57081,966,1032
57082,968,1027
57083,976,1028
57084,993,1029
57085,1010,1032
57086,1028,1032
57087,1042,1028
57088,1056,1021
57089,1070,1026
57090,1090,1031
57091,1104,1030
57092,1121,1030
57093,1140,1026
57094,1162,1028
57095,1179,1034
57096,1195,1035
57097,1202,1032
57098,1194,1030
57099,1178,1031
57100,1158,1033
57101,1131,1035
57102,1090,1033
57103,1034,1037
57104,979,1042
57105,940,1046
57106,921,1041
57107,915,1041
57108,915,1047
57109,919,1050
57110,927,1050
57111,933,1043
57112,935,1037
57113,937,1041
57114,944,1045
57115,951,1043
57116,954,1039
57117,953,1037
57118,951,1038
57119,944,1038
57120,945,1034
57121,948,1034
57122,951,1033
57123,952,1032
57124,948,1032
57125,946,1028
57126,945,1027
57127,948,1032
57128,953,1030
57129,954,1026
57130,951,1025
57131,951,1030
57132,951,1033
57133,956,1030
57134,957,1026
57135,960,1025
57136,957,1028
57137,953,1029
57138,955,1029
57139,961,1027
57140,961,1027
57141,958,1027
57142,957,1030
