sample #,MLII,V1
12345,1021.0,1021.0
12346,1031.0,1031.0
12347,1039.0,1039.0
12348,1054.0,1054.0
12349,1071.0,1071.0
12350,1079.0,1079.0
12351,1079.0,1079.0
12352,1073.0,1073.0
12353,1064.0,1064.0
12354,1048.0,1048.0
12355,1011.0,1011.0
12356,940.0,940.0
12357,847.0,847.0
12358,756.0,756.0
12359,691.0,691.0
12360,655.0,655.0
12361,635.0,635.0
12362,626.0,626.0
12363,625.0,625.0
12364,629.0,629.0
12365,632.0,632.0
12366,639.0,639.0
12367,652.0,652.0
12368,680.0,680.0
12369,710.0,710.0
12370,738.0,738.0
12371,756.0,756.0
12372,769.0,769.0
12373,787.0,787.0
12374,808.0,808.0
12375,827.0,827.0
12376,844.0,844.0
12377,855.0,855.0
12378,864.0,864.0
12379,875.0,875.0
12380,890.0,890.0
12381,904.0,904.0
12382,917.0,917.0
12383,919.0,919.0
12384,920.0,920.0
12385,928.0,928.0
12386,934.0,934.0
12387,941.0,941.0
12388,952.0,952.0
12389,967.0,967.0
12390,983.0,983.0
12391,997.0,997.0
12392,1006.0,1006.0
12393,1013.0,1013.0
12394,1019.0,1019.0
12395,1017.0,1017.0
12396,1023.0,1023.0
12397,1031.0,1031.0
12398,1039.0,1039.0
12399,1047.0,1047.0
12400,1050.0,1050.0
12401,1050.0,1050.0
12402,1053.0,1053.0
12403,1060.0,1060.0
12404,1070.0,1070.0
12405,1078.0,1078.0
12406,1080.0,1080.0
12407,1082.0,1082.0
12408,1080.0,1080.0
12409,1081.0,1081.0
12410,1090.0,1090.0
12411,1092.0,1092.0
12412,1098.0,1098.0
12413,1104.0,1104.0
12414,1104.0,1104.0
12415,1105.0,1105.0
12416,1108.0,1108.0
12417,1108.0,1108.0
12418,1113.0,1113.0
12419,1119.0,1119.0
12420,1121.0,1121.0
12421,1124.0,1124.0
12422,1129.0,1129.0
12423,1131.0,1131.0
12424,1138.0,1138.0
12425,1139.0,1139.0
12426,1141.0,1141.0
12427,1149.0,1149.0
12428,1149.0,1149.0
12429,1147.0,1147.0
12430,1147.0,1147.0
12431,1147.0,1147.0
12432,1151.0,1151.0
12433,1150.0,1150.0
12434,1152.0,1152.0
12435,1150.0,1150.0
12436,1147.0,1147.0
12437,1148.0,1148.0
12438,1144.0,1144.0
12439,1141.0,1141.0
12440,1137.0,1137.0
12441,1132.0,1132.0
12442,1127.0,1127.0
12443,1122.0,1122.0
12444,1117.0,1117.0
12445,1112.0,1112.0
12446,1105.0,1105.0
12447,1095.0,1095.0
12448,1093.0,1093.0
12449,1085.0,1085.0
12450,1080.0,1080.0
12451,1073.0,1073.0
12452,1071.0,1071.0
12453,1069.0,1069.0
12454,1063.0,1063.0
12455,1052.0,1052.0
12456,1045.0,1045.0
12457,1040.0,1040.0
12458,1042.0,1042.0
12459,1044.0,1044.0
12460,1040.0,1040.0
12461,1032.0,1032.0
12462,1032.0,1032.0
12463,1028.0,1028.0
12464,1023.0,1023.0
12465,1020.0,1020.0
12466,1016.0,1016.0
12467,1016.0,1016.0
12468,1016.0,1016.0
12469,1013.0,1013.0
12470,1012.0,1012.0
12471,1007.0,1007.0
12472,1006.0,1006.0
12473,1006.0,1006.0
12474,1006.0,1006.0
12475,1007.0,1007.0
12476,1010.0,1010.0
12477,1008.0,1008.0
12478,1007.0,1007.0
12479,1006.0,1006.0
12480,1006.0,1006.0
12481,1010.0,1010.0
12482,1009.0,1009.0
12483,1010.0,1010.0
12484,1002.0,1002.0
12485,1003.0,1003.0
12486,1003.0,1003.0
12487,1004.0,1004.0
12488,1004.0,1004.0
12489,1004.0,1004.0
12490,1005.0,1005.0
12491,1006.0,1006.0
12492,1004.0,1004.0
12493,1006.0,1006.0
12494,1004.0,1004.0
12495,998.0,998.0
12496,998.0,998.0
12497,996.0,996.0
12498,998.0,998.0
12499,1000.0,1000.0
12500,1004.0,1004.0
12501,1005.0,1005.0
12502,1002.0,1002.0
12503,1002.0,1002.0
12504,997.0,997.0
12505,997.0,997.0
12506,996.0,996.0
12507,997.0,997.0
12508,995.0,995.0
12509,993.0,993.0
12510,993.0,993.0
12511,993.0,993.0
12512,994.0,994.0
12513,998.0,998.0
12514,996.0,996.0
12515,995.0,995.0
12516,993.0,993.0
12517,996.0,996.0
12518,997.0,997.0
12519,1001.0,1001.0
12520,998.0,998.0
12521,996.0,996.0
12522,995.0,995.0
12523,998.0,998.0
12524,998.0,998.0
12525,999.0,999.0
12526,998.0,998.0
12527,996.0,996.0
12528,995.0,995.0
12529,998.0,998.0
12530,998.0,998.0
12531,999.0,999.0
12532,998.0,998.0
12533,995.0,995.0
12534,992.0,992.0
12535,997.0,997.0
12536,999.0,999.0
12537,999.0,999.0
12538,995.0,995.0
12539,992.0,992.0
12540,992.0,992.0
12541,994.0,994.0
12542,999.0,999.0
12543,1004.0,1004.0
12544,1002.0,1002.0
12545,1006.0,1006.0
12546,1005.0,1005.0
12547,1005.0,1005.0
12548,1000.0,1000.0
12549,997.0,997.0
12550,999.0,999.0
12551,1001.0,1001.0
12552,999.0,999.0
12553,996.0,996.0
12554,1000.0,1000.0
12555,1002.0,1002.0
12556,1005.0,1005.0
12557,1003.0,1003.0
12558,996.0,996.0
12559,994.0,994.0
12560,997.0,997.0
12561,1001.0,1001.0
12562,998.0,998.0
12563,993.0,993.0
12564,993.0,993.0
12565,997.0,997.0
12566,996.0,996.0
12567,996.0,996.0
12568,999.0,999.0
12569,998.0,998.0
12570,1000.0,1000.0
12571,1004.0,1004.0
12572,1005.0,1005.0
12573,1006.0,1006.0
12574,1008.0,1008.0
12575,1008.0,1008.0
12576,1001.0,1001.0
12577,995.0,995.0
12578,991.0,991.0
12579,988.0,988.0
12580,992.0,992.0
12581,994.0,994.0
12582,994.0,994.0
12583,995.0,995.0
12584,998.0,998.0
12585,1000.0,1000.0
12586,1001.0,1001.0
12587,1001.0,1001.0
12588,999.0,999.0
12589,1000.0,1000.0
12590,1000.0,1000.0
12591,1000.0,1000.0
12592,1001.0,1001.0
12593,1000.0,1000.0
12594,1000.0,1000.0
12595,1000.0,1000.0
12596,1003.0,1003.0
12597,1009.0,1009.0
12598,1010.0,1010.0
12599,1002.0,1002.0
12600,997.0,997.0
12601,993.0,993.0
12602,998.0,998.0
12603,1004.0,1004.0
12604,1007.0,1007.0
12605,999.0,999.0
12606,988.0,988.0
12607,987.0,987.0
12608,988.0,988.0
12609,991.0,991.0
12610,993.0,993.0
12611,996.0,996.0
12612,999.0,999.0
12613,996.0,996.0
12614,995.0,995.0
12615,997.0,997.0
12616,996.0,996.0
12617,999.0,999.0
12618,997.0,997.0
12619,994.0,994.0
12620,993.0,993.0
12621,998.0,998.0
12622,999.0,999.0
12623,1000.0,1000.0
12624,998.0,998.0
12625,998.0,998.0
12626,997.0,997.0
12627,997.0,997.0
12628,999.0,999.0
12629,1000.0,1000.0
12630,996.0,996.0
12631,999.0,999.0
12632,1000.0,1000.0
12633,1000.0,1000.0
12634,999.0,999.0
12635,1001.0,1001.0
12636,1004.0,1004.0
12637,1005.0,1005.0
12638,1005.0,1005.0
12639,1009.0,1009.0
12640,1012.0,1012.0
12641,1010.0,1010.0
12642,1000.0,1000.0
12643,991.0,991.0
12644,987.0,987.0
12645,995.0,995.0
12646,998.0,998.0
12647,999.0,999.0
12648,1000.0,1000.0
12649,999.0,999.0
12650,1003.0,1003.0
12651,1006.0,1006.0
12652,1007.0,1007.0
12653,1010.0,1010.0
12654,1011.0,1011.0
12655,1014.0,1014.0
12656,1014.0,1014.0
12657,1013.0,1013.0
12658,1012.0,1012.0
12659,1013.0,1013.0
12660,1015.0,1015.0
12661,1014.0,1014.0
12662,1013.0,1013.0
12663,1011.0,1011.0
12664,1010.0,1010.0
12665,1008.0,1008.0
12666,1010.0,1010.0
12667,1013.0,1013.0
12668,1015.0,1015.0
12669,1015.0,1015.0
12670,1012.0,1012.0
12671,1005.0,1005.0
12672,1003.0,1003.0
12673,1003.0,1003.0
12674,1004.0,1004.0
12675,1007.0,1007.0
12676,1004.0,1004.0
12677,1000.0,1000.0
12678,998.0,998.0
12679,997.0,997.0
12680,997.0,997.0
12681,998.0,998.0
12682,999.0,999.0
12683,1006.0,1006.0
12684,1002.0,1002.0
12685,1007.0,1007.0
12686,1006.0,1006.0
12687,1008.0,1008.0
12688,1012.0,1012.0
12689,1007.0,1007.0
12690,1003.0,1003.0
12691,999.0,999.0
12692,1003.0,1003.0
12693,1006.0,1006.0
12694,999.0,999.0
12695,997.0,997.0
12696,999.0,999.0
12697,1000.0,1000.0
12698,1003.0,1003.0
12699,1007.0,1007.0
12700,1009.0,1009.0
12701,1008.0,1008.0
12702,1004.0,1004.0
12703,1002.0,1002.0
12704,1002.0,1002.0
12705,1003.0,1003.0
12706,1004.0,1004.0
12707,1001.0,1001.0
12708,993.0,993.0
12709,989.0,989.0
12710,997.0,997.0
12711,1008.0,1008.0
12712,1026.0,1026.0
12713,1044.0,1044.0
12714,1063.0,1063.0
12715,1087.0,1087.0
12716,1107.0,1107.0
12717,1129.0,1129.0
12718,1157.0,1157.0
12719,1188.0,1188.0
12720,1219.0,1219.0
12721,1244.0,1244.0
12722,1264.0,1264.0
12723,1268.0,1268.0
12724,1254.0,1254.0
12725,1221.0,1221.0
12726,1170.0,1170.0
12727,1090.0,1090.0
12728,1016.0,1016.0
12729,972.0,972.0
12730,962.0,962.0
12731,960.0,960.0
12732,969.0,969.0
12733,979.0,979.0
12734,988.0,988.0
12735,989.0,989.0
12736,987.0,987.0
12737,986.0,986.0
12738,983.0,983.0
12739,979.0,979.0
12740,977.0,977.0
12741,978.0,978.0
12742,974.0,974.0
12743,973.0,973.0
12744,972.0,972.0
12745,972.0,972.0
12746,972.0,972.0
12747,980.0,980.0
12748,984.0,984.0
12749,983.0,983.0
12750,979.0,979.0
12751,977.0,977.0
12752,980.0,980.0
12753,979.0,979.0
12754,980.0,980.0
12755,980.0,980.0
12756,977.0,977.0
12757,979.0,979.0
12758,980.0,980.0
12759,979.0,979.0
12760,981.0,981.0
12761,976.0,976.0
12762,976.0,976.0
12763,978.0,978.0
12764,982.0,982.0
12765,986.0,986.0
12766,985.0,985.0
12767,986.0,986.0
12768,985.0,985.0
12769,987.0,987.0
12770,985.0,985.0
12771,984.0,984.0
12772,989.0,989.0
12773,990.0,990.0
12774,988.0,988.0
12775,989.0,989.0
12776,989.0,989.0
12777,992.0,992.0
12778,994.0,994.0
12779,992.0,992.0
12780,989.0,989.0
12781,990.0,990.0
12782,992.0,992.0
12783,995.0,995.0
12784,993.0,993.0
12785,992.0,992.0
12786,994.0,994.0
12787,996.0,996.0
12788,994.0,994.0
12789,995.0,995.0
12790,994.0,994.0
12791,993.0,993.0
12792,991.0,991.0
12793,995.0,995.0
12794,994.0,994.0
12795,995.0,995.0
12796,988.0,988.0
12797,987.0,987.0
12798,987.0,987.0
12799,986.0,986.0
12800,988.0,988.0
12801,992.0,992.0
12802,992.0,992.0
12803,991.0,991.0
12804,990.0,990.0
12805,992.0,992.0
12806,995.0,995.0
12807,995.0,995.0
12808,995.0,995.0
12809,994.0,994.0
12810,994.0,994.0
12811,998.0,998.0
12812,998.0,998.0
12813,1002.0,1002.0
12814,1003.0,1003.0
12815,1002.0,1002.0
12816,1000.0,1000.0
12817,1000.0,1000.0
12818,999.0,999.0
12819,1002.0,1002.0
12820,1004.0,1004.0
12821,1004.0,1004.0
12822,1002.0,1002.0
12823,1004.0,1004.0
12824,1008.0,1008.0
12825,1012.0,1012.0
12826,1012.0,1012.0
12827,1007.0,1007.0
12828,1006.0,1006.0
12829,1009.0,1009.0
12830,1011.0,1011.0
12831,1014.0,1014.0
12832,1015.0,1015.0
12833,1014.0,1014.0
12834,1013.0,1013.0
12835,1013.0,1013.0
12836,1011.0,1011.0
12837,1010.0,1010.0
12838,1011.0,1011.0
12839,1010.0,1010.0
12840,1006.0,1006.0
12841,1005.0,1005.0
12842,1001.0,1001.0
12843,1004.0,1004.0
12844,1004.0,1004.0
12845,1002.0,1002.0
12846,1000.0,1000.0
12847,999.0,999.0
12848,999.0,999.0
12849,998.0,998.0
12850,995.0,995.0
12851,997.0,997.0
12852,994.0,994.0
12853,995.0,995.0
12854,998.0,998.0
12855,996.0,996.0
12856,998.0,998.0
12857,995.0,995.0
12858,992.0,992.0
12859,992.0,992.0
12860,989.0,989.0
12861,988.0,988.0
12862,988.0,988.0
12863,986.0,986.0
12864,984.0,984.0
12865,986.0,986.0
12866,987.0,987.0
12867,991.0,991.0
12868,989.0,989.0
12869,987.0,987.0
12870,984.0,984.0
12871,983.0,983.0
12872,986.0,986.0
12873,990.0,990.0
12874,991.0,991.0
12875,995.0,995.0
12876,996.0,996.0
12877,997.0,997.0
12878,1003.0,1003.0
12879,1011.0,1011.0
12880,1014.0,1014.0
12881,1016.0,1016.0
12882,1016.0,1016.0
12883,1019.0,1019.0
12884,1021.0,1021.0
12885,1019.0,1019.0
12886,1009.0,1009.0
12887,1001.0,1001.0
12888,997.0,997.0
12889,989.0,989.0
12890,972.0,972.0
12891,948.0,948.0
12892,909.0,909.0
12893,846.0,846.0
12894,771.0,771.0
12895,704.0,704.0
12896,654.0,654.0
12897,617.0,617.0
12898,598.0,598.0
12899,594.0,594.0
12900,596.0,596.0
12901,601.0,601.0
12902,610.0,610.0
12903,625.0,625.0
12904,644.0,644.0
12905,667.0,667.0
12906,687.0,687.0
12907,705.0,705.0
12908,725.0,725.0
12909,743.0,743.0
12910,765.0,765.0
12911,790.0,790.0
12912,812.0,812.0
12913,832.0,832.0
12914,843.0,843.0
12915,857.0,857.0
12916,867.0,867.0
12917,877.0,877.0
12918,886.0,886.0
12919,896.0,896.0
12920,907.0,907.0
12921,916.0,916.0
12922,924.0,924.0
12923,934.0,934.0
12924,943.0,943.0
12925,954.0,954.0
12926,966.0,966.0
12927,976.0,976.0
12928,990.0,990.0
12929,1003.0,1003.0
12930,1010.0,1010.0
12931,1025.0,1025.0
12932,1034.0,1034.0
12933,1043.0,1043.0
12934,1044.0,1044.0
12935,1044.0,1044.0
12936,1044.0,1044.0
12937,1046.0,1046.0
12938,1048.0,1048.0
12939,1055.0,1055.0
12940,1064.0,1064.0
12941,1072.0,1072.0
12942,1074.0,1074.0
12943,1076.0,1076.0
12944,1081.0,1081.0
12945,1091.0,1091.0
12946,1095.0,1095.0
12947,1096.0,1096.0
12948,1098.0,1098.0
12949,1101.0,1101.0
12950,1099.0,1099.0
12951,1101.0,1101.0
12952,1107.0,1107.0
12953,1113.0,1113.0
12954,1113.0,1113.0
12955,1115.0,1115.0
12956,1114.0,1114.0
12957,1119.0,1119.0
12958,1120.0,1120.0
12959,1123.0,1123.0
12960,1125.0,1125.0
12961,1127.0,1127.0
12962,1133.0,1133.0
12963,1138.0,1138.0
12964,1141.0,1141.0
12965,1140.0,1140.0
12966,1139.0,1139.0
12967,1140.0,1140.0
12968,1144.0,1144.0
12969,1149.0,1149.0
12970,1147.0,1147.0
12971,1149.0,1149.0
12972,1147.0,1147.0
12973,1147.0,1147.0
12974,1149.0,1149.0
12975,1150.0,1150.0
12976,1148.0,1148.0
12977,1147.0,1147.0
12978,1144.0,1144.0
12979,1143.0,1143.0
12980,1144.0,1144.0
12981,1141.0,1141.0
12982,1139.0,1139.0
12983,1137.0,1137.0
12984,1128.0,1128.0
12985,1122.0,1122.0
12986,1118.0,1118.0
12987,1114.0,1114.0
12988,1113.0,1113.0
12989,1108.0,1108.0
12990,1102.0,1102.0
12991,1095.0,1095.0
12992,1093.0,1093.0
12993,1089.0,1089.0
12994,1082.0,1082.0
12995,1077.0,1077.0
12996,1068.0,1068.0
12997,1066.0,1066.0
12998,1065.0,1065.0
12999,1063.0,1063.0
13000,1060.0,1060.0
13001,1051.0,1051.0
13002,1045.0,1045.0
13003,1039.0,1039.0
13004,1036.0,1036.0
13005,1037.0,1037.0
13006,1034.0,1034.0
13007,1030.0,1030.0
13008,1024.0,1024.0
13009,1025.0,1025.0
13010,1021.0,1021.0
13011,1015.0,1015.0
13012,1010.0,1010.0
13013,1008.0,1008.0
13014,1005.0,1005.0
13015,1010.0,1010.0
13016,1013.0,1013.0
13017,1014.0,1014.0
13018,1012.0,1012.0
13019,1015.0,1015.0
13020,1013.0,1013.0
13021,1013.0,1013.0
13022,1014.0,1014.0
13023,1012.0,1012.0
13024,1013.0,1013.0
13025,1018.0,1018.0
13026,1017.0,1017.0
13027,1021.0,1021.0
13028,1022.0,1022.0
13029,1023.0,1023.0
13030,1027.0,1027.0
13031,1027.0,1027.0
13032,1029.0,1029.0
13033,1035.0,1035.0
13034,1041.0,1041.0
13035,1052.0,1052.0
13036,1058.0,1058.0
13037,1060.0,1060.0
13038,1062.0,1062.0
13039,1066.0,1066.0
13040,1076.0,1076.0
13041,1089.0,1089.0
13042,1103.0,1103.0
13043,1107.0,1107.0
13044,1116.0,1116.0
13045,1134.0,1134.0
13046,1161.0,1161.0
13047,1190.0,1190.0
13048,1215.0,1215.0
13049,1232.0,1232.0
13050,1240.0,1240.0
13051,1251.0,1251.0
13052,1264.0,1264.0
13053,1273.0,1273.0
13054,1268.0,1268.0
13055,1240.0,1240.0
13056,1188.0,1188.0
13057,1124.0,1124.0
13058,1068.0,1068.0
13059,1021.0,1021.0
13060,971.0,971.0
13061,923.0,923.0
13062,882.0,882.0
13063,861.0,861.0
13064,853.0,853.0
13065,848.0,848.0
13066,845.0,845.0
13067,844.0,844.0
13068,844.0,844.0
13069,849.0,849.0
13070,852.0,852.0
13071,859.0,859.0
13072,862.0,862.0
13073,864.0,864.0
13074,867.0,867.0
13075,873.0,873.0
13076,880.0,880.0
13077,891.0,891.0
13078,901.0,901.0
13079,906.0,906.0
13080,907.0,907.0
13081,909.0,909.0
13082,914.0,914.0
13083,919.0,919.0
13084,915.0,915.0
13085,915.0,915.0
13086,910.0,910.0
13087,910.0,910.0
13088,910.0,910.0
13089,909.0,909.0
13090,906.0,906.0
13091,901.0,901.0
13092,902.0,902.0
13093,904.0,904.0
13094,900.0,900.0
13095,901.0,901.0
13096,903.0,903.0
13097,902.0,902.0
13098,898.0,898.0
13099,896.0,896.0
13100,897.0,897.0
13101,898.0,898.0
13102,899.0,899.0
13103,900.0,900.0
13104,902.0,902.0
13105,908.0,908.0
13106,908.0,908.0
13107,910.0,910.0
13108,906.0,906.0
13109,909.0,909.0
13110,908.0,908.0
13111,908.0,908.0
13112,908.0,908.0
13113,911.0,911.0
13114,911.0,911.0
13115,913.0,913.0
13116,911.0,911.0
13117,914.0,914.0
13118,916.0,916.0
13119,919.0,919.0
13120,918.0,918.0
13121,918.0,918.0
13122,916.0,916.0
13123,920.0,920.0
13124,925.0,925.0
13125,927.0,927.0
13126,928.0,928.0
13127,928.0,928.0
13128,929.0,929.0
13129,931.0,931.0
13130,936.0,936.0
13131,939.0,939.0
13132,938.0,938.0
13133,938.0,938.0
13134,939.0,939.0
13135,945.0,945.0
13136,953.0,953.0
13137,957.0,957.0
13138,960.0,960.0
13139,961.0,961.0
13140,961.0,961.0
13141,965.0,965.0
13142,967.0,967.0
13143,970.0,970.0
13144,972.0,972.0
13145,974.0,974.0
13146,973.0,973.0
13147,975.0,975.0
13148,974.0,974.0
13149,976.0,976.0
13150,976.0,976.0
13151,974.0,974.0
13152,974.0,974.0
13153,976.0,976.0
13154,980.0,980.0
13155,983.0,983.0
13156,984.0,984.0
13157,981.0,981.0
13158,977.0,977.0
13159,975.0,975.0
13160,980.0,980.0
13161,983.0,983.0
13162,982.0,982.0
13163,981.0,981.0
13164,981.0,981.0
13165,981.0,981.0
13166,981.0,981.0
13167,983.0,983.0
13168,984.0,984.0
13169,983.0,983.0
13170,980.0,980.0
13171,979.0,979.0
13172,979.0,979.0
13173,979.0,979.0
13174,980.0,980.0
13175,976.0,976.0
13176,977.0,977.0
13177,977.0,977.0
13178,976.0,976.0
13179,978.0,978.0
13180,983.0,983.0
13181,983.0,983.0
13182,980.0,980.0
13183,982.0,982.0
13184,981.0,981.0
13185,983.0,983.0
13186,984.0,984.0
13187,983.0,983.0
13188,983.0,983.0
13189,986.0,986.0
13190,989.0,989.0
13191,993.0,993.0
13192,993.0,993.0
13193,991.0,991.0
13194,987.0,987.0
13195,988.0,988.0
13196,990.0,990.0
13197,993.0,993.0
13198,996.0,996.0
13199,997.0,997.0
13200,995.0,995.0
13201,995.0,995.0
13202,995.0,995.0
13203,998.0,998.0
13204,996.0,996.0
13205,997.0,997.0
13206,994.0,994.0
13207,991.0,991.0
13208,994.0,994.0
13209,994.0,994.0
13210,996.0,996.0
13211,996.0,996.0
13212,996.0,996.0
13213,998.0,998.0
13214,1000.0,1000.0
13215,1002.0,1002.0
13216,1003.0,1003.0
13217,1002.0,1002.0
13218,997.0,997.0
13219,997.0,997.0
13220,1000.0,1000.0
13221,1003.0,1003.0
13222,1000.0,1000.0
13223,999.0,999.0
13224,995.0,995.0
13225,995.0,995.0
13226,994.0,994.0
13227,999.0,999.0
13228,1000.0,1000.0
13229,997.0,997.0
13230,996.0,996.0
13231,994.0,994.0
13232,994.0,994.0
13233,998.0,998.0
13234,996.0,996.0
13235,992.0,992.0
13236,990.0,990.0
13237,991.0,991.0
13238,991.0,991.0
13239,994.0,994.0
13240,997.0,997.0
13241,999.0,999.0
13242,996.0,996.0
13243,998.0,998.0
13244,999.0,999.0
13245,1000.0,1000.0
13246,999.0,999.0
13247,999.0,999.0
13248,995.0,995.0
13249,994.0,994.0
13250,995.0,995.0
13251,995.0,995.0
13252,995.0,995.0
13253,994.0,994.0
13254,992.0,992.0
13255,996.0,996.0
13256,996.0,996.0
13257,998.0,998.0
13258,995.0,995.0
13259,994.0,994.0
13260,992.0,992.0
13261,993.0,993.0
13262,994.0,994.0
13263,997.0,997.0
13264,997.0,997.0
13265,992.0,992.0
13266,990.0,990.0
13267,989.0,989.0
13268,996.0,996.0
13269,1002.0,1002.0
13270,1000.0,1000.0
13271,997.0,997.0
13272,995.0,995.0
13273,999.0,999.0
13274,1001.0,1001.0
13275,1002.0,1002.0
13276,1000.0,1000.0
13277,999.0,999.0
13278,998.0,998.0
13279,994.0,994.0
13280,995.0,995.0
13281,997.0,997.0
13282,998.0,998.0
13283,996.0,996.0
13284,995.0,995.0
13285,994.0,994.0
13286,995.0,995.0
13287,996.0,996.0
13288,997.0,997.0
13289,998.0,998.0
13290,996.0,996.0
13291,993.0,993.0
13292,999.0,999.0
13293,998.0,998.0
13294,997.0,997.0
13295,996.0,996.0
13296,994.0,994.0
13297,995.0,995.0
13298,995.0,995.0
13299,996.0,996.0
13300,995.0,995.0
13301,995.0,995.0
13302,993.0,993.0
13303,991.0,991.0
13304,992.0,992.0
13305,989.0,989.0
13306,990.0,990.0
13307,993.0,993.0
13308,992.0,992.0
13309,993.0,993.0
13310,995.0,995.0
13311,993.0,993.0
13312,990.0,990.0
13313,990.0,990.0
13314,992.0,992.0
13315,992.0,992.0
13316,995.0,995.0
13317,996.0,996.0
13318,999.0,999.0
13319,999.0,999.0
13320,994.0,994.0
13321,996.0,996.0
13322,993.0,993.0
13323,994.0,994.0
13324,999.0,999.0
13325,995.0,995.0
13326,993.0,993.0
13327,992.0,992.0
13328,995.0,995.0
13329,998.0,998.0
13330,999.0,999.0
13331,1000.0,1000.0
13332,997.0,997.0
13333,996.0,996.0
13334,998.0,998.0
13335,999.0,999.0
13336,998.0,998.0
13337,997.0,997.0
13338,996.0,996.0
13339,996.0,996.0
13340,999.0,999.0
13341,1000.0,1000.0
13342,1000.0,1000.0
13343,997.0,997.0
13344,997.0,997.0
13345,996.0,996.0
13346,996.0,996.0
13347,994.0,994.0
13348,990.0,990.0
13349,987.0,987.0
13350,988.0,988.0
13351,991.0,991.0
13352,996.0,996.0
13353,1000.0,1000.0
13354,1000.0,1000.0
13355,998.0,998.0
13356,993.0,993.0
13357,992.0,992.0
13358,991.0,991.0
13359,993.0,993.0
13360,991.0,991.0
13361,993.0,993.0
13362,994.0,994.0
13363,996.0,996.0
13364,995.0,995.0
13365,1000.0,1000.0
13366,999.0,999.0
13367,995.0,995.0
13368,994.0,994.0
13369,995.0,995.0
13370,993.0,993.0
13371,992.0,992.0
13372,991.0,991.0
13373,993.0,993.0
13374,994.0,994.0
13375,996.0,996.0
13376,998.0,998.0
13377,998.0,998.0
13378,1000.0,1000.0
13379,1000.0,1000.0
13380,998.0,998.0
13381,997.0,997.0
13382,999.0,999.0
13383,1000.0,1000.0
13384,1002.0,1002.0
13385,1000.0,1000.0
13386,1000.0,1000.0
13387,998.0,998.0
13388,998.0,998.0
13389,997.0,997.0
13390,998.0,998.0
13391,1000.0,1000.0
13392,998.0,998.0
13393,1000.0,1000.0
13394,1000.0,1000.0
13395,1001.0,1001.0
13396,1000.0,1000.0
13397,999.0,999.0
13398,997.0,997.0
13399,999.0,999.0
13400,997.0,997.0
13401,997.0,997.0
13402,994.0,994.0
13403,995.0,995.0
13404,998.0,998.0
13405,998.0,998.0
13406,998.0,998.0
13407,1000.0,1000.0
13408,998.0,998.0
13409,999.0,999.0
13410,994.0,994.0
13411,998.0,998.0
13412,999.0,999.0
13413,1000.0,1000.0
13414,1000.0,1000.0
13415,996.0,996.0
13416,993.0,993.0
13417,993.0,993.0
13418,991.0,991.0
13419,993.0,993.0
13420,996.0,996.0
13421,996.0,996.0
13422,996.0,996.0
13423,995.0,995.0
13424,995.0,995.0
13425,999.0,999.0
13426,1000.0,1000.0
13427,999.0,999.0
13428,997.0,997.0
13429,994.0,994.0
13430,997.0,997.0
13431,998.0,998.0
13432,1003.0,1003.0
13433,1006.0,1006.0
13434,1006.0,1006.0
13435,1009.0,1009.0
13436,1010.0,1010.0
13437,1015.0,1015.0
13438,1014.0,1014.0
13439,1016.0,1016.0
13440,1011.0,1011.0
13441,1011.0,1011.0
13442,1012.0,1012.0
13443,1010.0,1010.0
13444,1013.0,1013.0
13445,1014.0,1014.0
13446,1009.0,1009.0
13447,1011.0,1011.0
13448,1012.0,1012.0
13449,1012.0,1012.0
13450,1014.0,1014.0
13451,1011.0,1011.0
13452,1009.0,1009.0
13453,1007.0,1007.0
13454,1008.0,1008.0
13455,1011.0,1011.0
13456,1011.0,1011.0
13457,1007.0,1007.0
13458,1004.0,1004.0
13459,1004.0,1004.0
13460,1005.0,1005.0
13461,1008.0,1008.0
13462,1004.0,1004.0
13463,1000.0,1000.0
13464,997.0,997.0
13465,998.0,998.0
13466,1000.0,1000.0
13467,1001.0,1001.0
13468,1003.0,1003.0
13469,999.0,999.0
13470,997.0,997.0
13471,995.0,995.0
13472,994.0,994.0
13473,995.0,995.0
13474,993.0,993.0
13475,991.0,991.0
13476,993.0,993.0
13477,998.0,998.0
13478,1004.0,1004.0
13479,1010.0,1010.0
13480,1012.0,1012.0
13481,1014.0,1014.0
13482,1014.0,1014.0
13483,1007.0,1007.0
13484,1007.0,1007.0
13485,1005.0,1005.0
13486,1002.0,1002.0
13487,1001.0,1001.0
13488,998.0,998.0
13489,1004.0,1004.0
13490,1008.0,1008.0
13491,1003.0,1003.0
13492,1002.0,1002.0
13493,998.0,998.0
13494,999.0,999.0
13495,1003.0,1003.0
13496,1003.0,1003.0
13497,1007.0,1007.0
13498,1006.0,1006.0
13499,1006.0,1006.0
13500,1002.0,1002.0
13501,1002.0,1002.0
13502,1003.0,1003.0
13503,1002.0,1002.0
13504,998.0,998.0
13505,993.0,993.0
13506,989.0,989.0
13507,991.0,991.0
13508,994.0,994.0
13509,1007.0,1007.0
13510,1020.0,1020.0
13511,1037.0,1037.0
13512,1050.0,1050.0
13513,1068.0,1068.0
13514,1081.0,1081.0
13515,1097.0,1097.0
13516,1117.0,1117.0
13517,1136.0,1136.0
13518,1157.0,1157.0
13519,1182.0,1182.0
13520,1204.0,1204.0
13521,1226.0,1226.0
